Container ID,Commodity,Temperature,Humidity,Timestamp,Vibration,Battery
ATM0358,Avocado,3.47,48.22,2026-07-16 16:10:39.449771,6,90
ATM0359,Avocado,7.23,68.32,2026-07-16 16:10:39.449777,2,80
ATM0360,Avocado,5.83,63.25,2026-07-16 16:10:39.449783,15,84
ATM0361,Avocado,3.35,46.92,2026-07-16 16:10:39.449789,15,99
ATM0362,Avocado,7.9,45.38,2026-07-16 16:10:39.449795,2,89
ATM0363,Avocado,4.43,43.59,2026-07-16 16:10:39.449800,15,85
ATM0364,Avocado,6.66,44.25,2026-07-16 16:10:39.449806,8,83
ATM0365,Avocado,5.91,55.92,2026-07-16 16:10:39.449812,12,92
ATM0366,Avocado,4.61,44.04,2026-07-16 16:10:39.449818,4,89
ATM0367,Avocado,7.79,64.47,2026-07-16 16:10:39.449824,1,81
ATM0368,Avocado,4.65,42.44,2026-07-16 16:10:39.449830,10,80
ATM0369,Avocado,6.89,41.03,2026-07-16 16:10:39.449836,8,98
ATM0370,Avocado,6.43,60.51,2026-07-16 16:10:39.449842,1,82
ATM0371,Avocado,3.89,52.16,2026-07-16 16:10:39.449847,7,81
ATM0372,Avocado,6.45,55.21,2026-07-16 16:10:39.449853,5,90
ATM0373,Avocado,2.63,45.13,2026-07-16 16:10:39.449859,6,80
ATM0374,Avocado,7.87,62.96,2026-07-16 16:10:39.449865,5,80
ATM0375,Avocado,7.59,67.15,2026-07-16 16:10:39.449871,1,95
ATM0376,Avocado,6.98,55.21,2026-07-16 16:10:39.449876,6,95
ATM0377,Avocado,3.88,54.1,2026-07-16 16:10:39.449883,13,100
ATM0378,Avocado,3.87,42.02,2026-07-16 16:10:39.449889,10,90
ATM0379,Avocado,5.96,41.72,2026-07-16 16:10:39.449895,13,94
ATM0380,Avocado,5.29,41.56,2026-07-16 16:10:39.449912,10,88
ATM0381,Avocado,6.81,64.63,2026-07-16 16:10:39.449918,7,98
ATM0382,Avocado,7.08,61.82,2026-07-16 16:10:39.449924,10,84
ATM0383,Avocado,4.59,47.88,2026-07-16 16:10:39.449930,3,86
ATM0384,Avocado,4.87,41.34,2026-07-16 16:10:39.449936,1,82
ATM0385,Avocado,5.27,57.42,2026-07-16 16:10:39.449942,4,85
ATM0386,Avocado,6.55,62.84,2026-07-16 16:10:39.449948,8,99
ATM0387,Avocado,4.36,44.2,2026-07-16 16:10:39.449954,8,94
ATM0388,Avocado,4.31,52.89,2026-07-16 16:10:39.449960,2,82
ATM0389,Avocado,4.11,67.18,2026-07-16 16:10:39.449966,7,84
ATM0390,Avocado,2.78,68.26,2026-07-16 16:10:39.449972,7,100
ATM0391,Avocado,4.89,41.42,2026-07-16 16:10:39.449977,6,88
ATM0392,Avocado,6.52,60.26,2026-07-16 16:10:39.449983,9,95
ATM0393,Avocado,3.5,64.05,2026-07-16 16:10:39.449989,7,91
ATM0394,Avocado,4.68,49.72,2026-07-16 16:10:39.449994,5,93
ATM0395,Avocado,2.72,56.6,2026-07-16 16:10:39.450000,15,87
ATM0396,Avocado,7.59,69.45,2026-07-16 16:10:39.450006,12,99
ATM0397,Avocado,7.59,63.73,2026-07-16 16:10:39.450012,10,89
ATM0398,Avocado,3.93,64.87,2026-07-16 16:10:39.450018,1,95
ATM0399,Avocado,5.42,65.0,2026-07-16 16:10:39.450024,13,94
ATM0400,Avocado,6.97,45.85,2026-07-16 16:10:39.450029,13,93
ATM0401,Avocado,5.33,64.19,2026-07-16 16:10:39.450035,4,95
ATM0402,Avocado,7.37,57.25,2026-07-16 16:10:39.450041,8,84
ATM0403,Avocado,2.92,54.5,2026-07-16 16:10:39.450047,9,84
ATM0404,Avocado,2.12,56.8,2026-07-16 16:10:39.450053,5,81
ATM0405,Avocado,5.74,48.89,2026-07-16 16:10:39.450059,9,82
ATM0406,Avocado,2.42,43.1,2026-07-16 16:10:39.450065,15,92
ATM0407,Avocado,5.2,40.62,2026-07-16 16:10:39.450070,5,84
ATM0408,Avocado,7.06,56.0,2026-07-16 16:10:39.450076,11,84
ATM0409,Avocado,4.72,66.46,2026-07-16 16:10:39.450086,8,97
ATM0410,Avocado,7.59,47.55,2026-07-16 16:10:39.450092,2,89
ATM0411,Avocado,5.23,64.46,2026-07-16 16:10:39.450097,9,92
ATM0412,Avocado,4.15,44.7,2026-07-16 16:10:39.450103,9,95
ATM0413,Avocado,3.5,53.96,2026-07-16 16:10:39.450109,15,86
ATM0414,Avocado,4.71,67.46,2026-07-16 16:10:39.450115,1,100
ATM0415,Avocado,7.5,43.87,2026-07-16 16:10:39.450121,3,100
ATM0416,Avocado,5.56,64.23,2026-07-16 16:10:39.450127,5,95
ATM0417,Avocado,2.93,64.88,2026-07-16 16:10:39.450133,14,93
ATM0418,Avocado,4.0,57.28,2026-07-16 16:10:39.450139,13,100
ATM0419,Avocado,4.59,49.66,2026-07-16 16:10:39.450145,9,85
ATM0420,Avocado,2.78,69.03,2026-07-16 16:10:39.450150,10,95
ATM0421,Avocado,4.69,43.4,2026-07-16 16:10:39.450156,1,85
ATM0422,Avocado,7.23,41.27,2026-07-16 16:10:39.450162,2,85
ATM0423,Avocado,6.55,66.33,2026-07-16 16:10:39.450167,4,82
ATM0424,Avocado,3.27,61.64,2026-07-16 16:10:39.450173,11,83
ATM0425,Avocado,7.82,67.32,2026-07-16 16:10:39.450179,9,84
ATM0426,Avocado,5.42,63.52,2026-07-16 16:10:39.450185,7,85
ATM0427,Avocado,3.22,43.3,2026-07-16 16:10:39.450191,1,80
ATM0428,Avocado,2.6,54.15,2026-07-16 16:10:39.450196,8,82
ATM0429,Avocado,6.44,54.71,2026-07-16 16:10:39.450202,6,83
ATM0430,Avocado,5.04,51.78,2026-07-16 16:10:39.450208,12,85
ATM0431,Avocado,3.89,48.11,2026-07-16 16:10:39.450214,6,81
ATM0432,Avocado,7.73,59.8,2026-07-16 16:10:39.450219,3,84
ATM0433,Avocado,2.46,66.9,2026-07-16 16:10:39.450225,11,100
ATM0434,Avocado,5.56,58.05,2026-07-16 16:10:39.450231,13,93
ATM0435,Avocado,5.63,49.89,2026-07-16 16:10:39.450237,1,87
ATM0436,Avocado,3.03,57.0,2026-07-16 16:10:39.450243,15,85
ATM0437,Avocado,5.27,59.48,2026-07-16 16:10:39.450248,12,98
ATM0438,Avocado,4.29,50.21,2026-07-16 16:10:39.450254,11,82
ATM0439,Avocado,3.47,69.93,2026-07-16 16:10:39.450260,10,88
ATM0440,Avocado,2.54,57.92,2026-07-16 16:10:39.450266,9,96
ATM0441,Avocado,5.72,52.38,2026-07-16 16:10:39.450271,15,100
ATM0442,Avocado,4.89,63.46,2026-07-16 16:10:39.450277,7,98
ATM0443,Avocado,5.85,50.68,2026-07-16 16:10:39.450283,9,85
ATM0444,Avocado,7.0,47.88,2026-07-16 16:10:39.450289,10,95
ATM0445,Avocado,2.67,63.32,2026-07-16 16:10:39.450295,7,86
ATM0446,Avocado,6.63,56.46,2026-07-16 16:10:39.450301,2,88
ATM0447,Avocado,3.29,67.96,2026-07-16 16:10:39.450306,11,89
ATM0448,Avocado,3.52,50.17,2026-07-16 16:10:39.450312,1,98
ATM0449,Avocado,5.23,56.5,2026-07-16 16:10:39.450318,5,89
ATM0450,Avocado,6.61,60.53,2026-07-16 16:10:39.450324,7,81
ATM0451,Avocado,7.82,58.04,2026-07-16 16:10:39.450329,4,83
ATM0452,Avocado,6.97,40.49,2026-07-16 16:10:39.450335,12,84
ATM0453,Avocado,2.18,40.56,2026-07-16 16:10:39.450341,8,82
ATM0454,Avocado,6.29,51.39,2026-07-16 16:10:39.450347,12,86
ATM0455,Avocado,6.77,40.93,2026-07-16 16:10:39.450353,15,87
ATM0456,Avocado,4.29,50.12,2026-07-16 16:10:39.450358,1,98
ATM0457,Avocado,3.3,45.19,2026-07-16 16:10:39.450364,11,99
ATM0458,Avocado,2.34,66.18,2026-07-16 16:10:39.450370,13,86
ATM0459,Avocado,3.24,61.39,2026-07-16 16:10:39.450376,10,95
ATM0460,Avocado,4.99,48.61,2026-07-16 16:10:39.450382,2,82
ATM0461,Avocado,6.82,54.51,2026-07-16 16:10:39.450388,7,92
ATM0462,Avocado,4.76,66.48,2026-07-16 16:10:39.450394,6,89
ATM0463,Avocado,3.84,51.08,2026-07-16 16:10:39.450399,10,88
ATM0464,Avocado,7.4,55.03,2026-07-16 16:10:39.450405,2,90
ATM0465,Avocado,4.26,57.89,2026-07-16 16:10:39.450411,5,85
ATM0466,Avocado,6.18,46.12,2026-07-16 16:10:39.450417,13,99
ATM0467,Avocado,2.38,68.24,2026-07-16 16:10:39.450422,3,99
ATM0468,Avocado,2.83,66.46,2026-07-16 16:10:39.450428,10,90
ATM0469,Avocado,3.43,59.0,2026-07-16 16:10:39.450434,9,87
ATM0470,Avocado,6.51,59.97,2026-07-16 16:10:39.450441,13,91
ATM0471,Avocado,4.66,55.4,2026-07-16 16:10:39.450446,7,95
ATM0472,Avocado,3.31,69.96,2026-07-16 16:10:39.450452,8,84
ATM0473,Avocado,3.65,52.28,2026-07-16 16:10:39.450458,15,100
ATM0474,Avocado,4.03,69.54,2026-07-16 16:10:39.450464,6,93
ATM0475,Avocado,4.66,48.93,2026-07-16 16:10:39.450470,8,87
ATM0476,Avocado,5.62,57.24,2026-07-16 16:10:39.450475,11,86
ATM0477,Avocado,2.98,54.22,2026-07-16 16:10:39.450481,10,97
ATM0478,Avocado,4.11,69.91,2026-07-16 16:10:39.450487,12,83
ATM0479,Avocado,5.61,62.74,2026-07-16 16:10:39.450493,3,85
ATM0480,Avocado,2.4,49.14,2026-07-16 16:10:39.450498,12,96
ATM0481,Avocado,3.86,66.95,2026-07-16 16:10:39.450504,2,82
ATM0482,Avocado,7.82,43.34,2026-07-16 16:10:39.450510,6,89
ATM0483,Avocado,6.0,65.47,2026-07-16 16:10:39.450516,1,100
ATM0484,Avocado,7.25,47.66,2026-07-16 16:10:39.450521,13,88
ATM0485,Avocado,3.0,53.53,2026-07-16 16:10:39.450527,2,95
ATM0486,Avocado,4.42,66.41,2026-07-16 16:10:39.450533,6,81
ATM0487,Avocado,7.17,63.5,2026-07-16 16:10:39.450539,15,87
ATM0488,Avocado,4.67,49.74,2026-07-16 16:10:39.450545,15,80
ATM0489,Avocado,5.6,56.82,2026-07-16 16:10:39.450551,13,90
ATM0490,Avocado,2.21,51.09,2026-07-16 16:10:39.450556,14,98
ATM0491,Avocado,2.74,53.79,2026-07-16 16:10:39.450562,5,97
ATM0492,Avocado,7.03,66.37,2026-07-16 16:10:39.450568,3,99
ATM0493,Avocado,3.04,60.27,2026-07-16 16:10:39.450574,3,82
ATM0494,Avocado,3.03,62.93,2026-07-16 16:10:39.450580,6,84
ATM0495,Avocado,7.57,61.65,2026-07-16 16:10:39.450585,9,86
ATM0496,Avocado,4.73,56.88,2026-07-16 16:10:39.450591,10,92
ATM0497,Avocado,2.55,41.52,2026-07-16 16:10:39.450597,6,93
ATM0498,Avocado,7.01,44.62,2026-07-16 16:10:39.450603,1,90
ATM0499,Avocado,5.55,53.17,2026-07-16 16:10:39.450608,12,98
ATM0500,Avocado,6.86,45.6,2026-07-16 16:10:39.450614,4,87
ATM0501,Avocado,5.02,58.03,2026-07-16 16:10:39.450620,14,100
ATM0502,Avocado,6.51,61.36,2026-07-16 16:10:39.450626,14,100
ATM0503,Avocado,2.72,59.69,2026-07-16 16:10:39.450632,8,94
ATM0504,Avocado,2.96,42.89,2026-07-16 16:10:39.450643,3,88
ATM0505,Avocado,3.53,45.42,2026-07-16 16:10:39.450649,11,93
ATM0506,Avocado,3.83,42.23,2026-07-16 16:10:39.450655,11,94
ATM0507,Avocado,4.46,60.48,2026-07-16 16:10:39.450661,9,82
ATM0508,Avocado,5.78,60.63,2026-07-16 16:10:39.450666,15,93
ATM0509,Avocado,4.12,40.62,2026-07-16 16:10:39.450672,14,91
ATM0510,Avocado,4.27,51.47,2026-07-16 16:10:39.450678,9,92
ATM0511,Avocado,7.14,62.9,2026-07-16 16:10:39.450684,12,88
ATM0512,Avocado,2.13,58.52,2026-07-16 16:10:39.450689,4,83
ATM0513,Avocado,5.87,61.53,2026-07-16 16:10:39.450695,13,92
ATM0514,Avocado,6.76,66.86,2026-07-16 16:10:39.450701,10,82
ATM0515,Avocado,7.18,53.64,2026-07-16 16:10:39.450707,7,95
ATM0516,Avocado,5.11,57.67,2026-07-16 16:10:39.450713,12,81
ATM0517,Avocado,5.62,54.67,2026-07-16 16:10:39.450718,4,85
ATM0518,Avocado,4.78,57.43,2026-07-16 16:10:39.450725,1,84
ATM0519,Avocado,7.95,67.36,2026-07-16 16:10:39.450731,15,93
ATM0520,Avocado,3.92,68.07,2026-07-16 16:10:39.450736,5,98
ATM0521,Avocado,6.41,68.89,2026-07-16 16:10:39.450742,9,90
ATM0522,Avocado,3.91,66.19,2026-07-16 16:10:39.450748,1,83
ATM0523,Avocado,3.03,57.9,2026-07-16 16:10:39.450754,6,81
ATM0524,Avocado,4.08,60.19,2026-07-16 16:10:39.450760,3,88
ATM0525,Avocado,4.42,65.35,2026-07-16 16:10:39.450765,4,80
ATM0526,Avocado,6.22,47.48,2026-07-16 16:10:39.450771,9,91
ATM0527,Avocado,3.86,66.82,2026-07-16 16:10:39.450777,14,84
ATM0528,Avocado,3.22,68.56,2026-07-16 16:10:39.450783,7,81
ATM0529,Avocado,4.47,61.92,2026-07-16 16:10:39.450788,9,89
ATM0530,Avocado,6.03,55.77,2026-07-16 16:10:39.450794,15,84
ATM0531,Avocado,3.18,64.42,2026-07-16 16:10:39.450800,1,100
ATM0532,Avocado,5.94,59.03,2026-07-16 16:10:39.450806,14,97
ATM0533,Avocado,4.85,69.06,2026-07-16 16:10:39.450812,12,82
ATM0534,Avocado,2.28,55.71,2026-07-16 16:10:39.450817,12,89
ATM0535,Avocado,4.63,57.14,2026-07-16 16:10:39.450823,1,92
ATM0536,Avocado,7.32,58.15,2026-07-16 16:10:39.450829,14,83
ATM0537,Avocado,5.24,41.43,2026-07-16 16:10:39.450835,4,88
ATM0538,Avocado,4.86,42.84,2026-07-16 16:10:39.450841,3,82
ATM0539,Avocado,6.41,61.2,2026-07-16 16:10:39.450847,13,80
ATM0540,Avocado,2.65,46.32,2026-07-16 16:10:39.450852,6,88
ATM0541,Avocado,5.53,61.92,2026-07-16 16:10:39.450858,11,100
ATM0542,Avocado,3.49,58.61,2026-07-16 16:10:39.450864,8,100
ATM0543,Avocado,7.5,47.61,2026-07-16 16:10:39.450870,4,82
ATM0544,Avocado,5.25,63.38,2026-07-16 16:10:39.450876,5,81
ATM0545,Avocado,6.31,52.46,2026-07-16 16:10:39.450885,1,81
ATM0546,Avocado,4.27,65.8,2026-07-16 16:10:39.450892,10,90
ATM0547,Avocado,7.54,44.41,2026-07-16 16:10:39.450897,3,86
ATM0548,Avocado,3.01,51.58,2026-07-16 16:10:39.450918,6,82
ATM0549,Avocado,5.37,64.7,2026-07-16 16:10:39.450925,10,95
ATM0550,Avocado,5.92,49.21,2026-07-16 16:10:39.450931,9,92
ATM0551,Avocado,4.98,65.4,2026-07-16 16:10:39.450936,5,94
ATM0552,Avocado,5.8,49.22,2026-07-16 16:10:39.450942,11,83
ATM0553,Avocado,5.43,59.14,2026-07-16 16:10:39.450948,12,100
ATM0554,Avocado,5.35,61.88,2026-07-16 16:10:39.450954,10,83
ATM0555,Avocado,5.34,68.11,2026-07-16 16:10:39.450960,15,98
ATM0556,Avocado,2.86,68.03,2026-07-16 16:10:39.450965,3,83
ATM0557,Avocado,3.76,65.19,2026-07-16 16:10:39.450971,14,90
ATM0558,Avocado,5.42,65.6,2026-07-16 16:10:39.450977,1,92
ATM0559,Avocado,7.4,58.21,2026-07-16 16:10:39.450983,1,96
ATM0560,Avocado,5.39,62.31,2026-07-16 16:10:39.450989,11,90
ATM0561,Avocado,7.53,47.4,2026-07-16 16:10:39.450995,6,83
ATM0562,Avocado,5.16,41.94,2026-07-16 16:10:39.451001,6,91
ATM0563,Avocado,6.53,69.0,2026-07-16 16:10:39.451006,3,86
ATM0564,Avocado,2.65,46.19,2026-07-16 16:10:39.451012,1,87
ATM0565,Avocado,6.47,69.43,2026-07-16 16:10:39.451018,4,100
ATM0566,Avocado,7.34,60.78,2026-07-16 16:10:39.451024,2,83
ATM0567,Avocado,7.12,44.69,2026-07-16 16:10:39.451030,1,95
ATM0568,Avocado,4.84,51.7,2026-07-16 16:10:39.451036,11,98
ATM0569,Avocado,5.85,68.8,2026-07-16 16:10:39.451042,4,89
ATM0570,Avocado,4.59,57.02,2026-07-16 16:10:39.451048,13,83
ATM0571,Avocado,5.97,45.57,2026-07-16 16:10:39.451053,4,92
ATM0572,Avocado,5.05,60.01,2026-07-16 16:10:39.451059,14,88
ATM0573,Avocado,7.67,51.07,2026-07-16 16:10:39.451065,14,87
ATM0574,Avocado,4.72,59.79,2026-07-16 16:10:39.451071,4,85
ATM0575,Avocado,3.72,51.35,2026-07-16 16:10:39.451076,15,88
ATM0576,Avocado,2.26,48.14,2026-07-16 16:10:39.451082,5,90
ATM0577,Avocado,6.79,63.12,2026-07-16 16:10:39.451088,3,91
ATM0578,Avocado,6.04,51.2,2026-07-16 16:10:39.451094,15,97
ATM0579,Avocado,2.19,53.69,2026-07-16 16:10:39.451100,14,95
ATM0580,Avocado,3.75,51.64,2026-07-16 16:10:39.451105,14,84
ATM0581,Avocado,6.97,56.39,2026-07-16 16:10:39.451111,12,90
ATM0582,Avocado,6.43,45.72,2026-07-16 16:10:39.451117,9,100
ATM0583,Avocado,3.28,65.75,2026-07-16 16:10:39.451123,13,94
ATM0584,Avocado,4.31,48.6,2026-07-16 16:10:39.451129,15,100
ATM0585,Avocado,3.81,40.22,2026-07-16 16:10:39.451135,10,87
ATM0586,Avocado,6.12,63.87,2026-07-16 16:10:39.451140,1,99
ATM0587,Avocado,5.1,51.69,2026-07-16 16:10:39.451146,15,96
ATM0588,Avocado,7.64,59.09,2026-07-16 16:10:39.451152,15,100
ATM0589,Avocado,3.11,54.76,2026-07-16 16:10:39.451158,10,82
ATM0590,Avocado,4.69,47.84,2026-07-16 16:10:39.451164,15,99
ATM0591,Avocado,3.13,48.06,2026-07-16 16:10:39.451169,15,85
ATM0592,Avocado,6.42,52.65,2026-07-16 16:10:39.451175,12,100
ATM0593,Avocado,2.27,68.89,2026-07-16 16:10:39.451181,12,89
ATM0594,Avocado,4.31,56.82,2026-07-16 16:10:39.451187,7,84
ATM0595,Avocado,6.32,51.57,2026-07-16 16:10:39.451193,9,99
ATM0596,Avocado,6.51,60.01,2026-07-16 16:10:39.451199,8,81
ATM0597,Avocado,2.85,49.15,2026-07-16 16:10:39.451204,8,94
ATM0598,Avocado,7.12,47.14,2026-07-16 16:10:39.451210,4,88
ATM0599,Avocado,6.91,54.64,2026-07-16 16:10:39.451216,15,98
ATM0600,Avocado,4.72,57.86,2026-07-16 16:10:39.451222,3,90
ATM0601,Avocado,7.48,46.75,2026-07-16 16:10:39.451227,8,84
ATM0602,Avocado,6.08,41.29,2026-07-16 16:10:39.451233,3,84
ATM0603,Avocado,3.22,64.26,2026-07-16 16:10:39.451239,3,98
ATM0604,Avocado,7.0,69.96,2026-07-16 16:10:39.451245,2,94
ATM0605,Avocado,6.86,48.89,2026-07-16 16:10:39.451251,8,91
ATM0606,Avocado,2.27,43.17,2026-07-16 16:10:39.451256,2,89
ATM0607,Avocado,6.12,61.37,2026-07-16 16:10:39.451262,4,92
ATM0608,Avocado,2.43,55.62,2026-07-16 16:10:39.451268,6,89
ATM0609,Avocado,4.2,40.22,2026-07-16 16:10:39.451274,5,92
ATM0610,Avocado,6.73,43.65,2026-07-16 16:10:39.451280,3,91
ATM0611,Avocado,4.31,51.95,2026-07-16 16:10:39.451285,10,90
ATM0612,Avocado,5.31,63.11,2026-07-16 16:10:39.451291,14,87
ATM0613,Avocado,4.6,59.23,2026-07-16 16:10:39.451297,1,90
ATM0614,Avocado,2.38,46.05,2026-07-16 16:10:39.451303,15,89
ATM0615,Avocado,7.47,52.93,2026-07-16 16:10:39.451308,12,86
ATM0616,Avocado,7.77,66.74,2026-07-16 16:10:39.451314,13,80
ATM0617,Avocado,5.4,42.4,2026-07-16 16:10:39.451320,1,93
ATM0618,Avocado,6.13,44.31,2026-07-16 16:10:39.451326,3,97
ATM0619,Avocado,4.01,56.46,2026-07-16 16:10:39.451332,4,83
ATM0620,Avocado,4.83,56.22,2026-07-16 16:10:39.451338,7,97
ATM0621,Avocado,7.18,61.84,2026-07-16 16:10:39.451343,11,98
ATM0622,Avocado,4.42,62.79,2026-07-16 16:10:39.451349,8,99
ATM0623,Avocado,7.87,43.44,2026-07-16 16:10:39.451355,10,89
ATM0624,Avocado,5.0,48.5,2026-07-16 16:10:39.451361,12,82
ATM0625,Avocado,4.01,42.4,2026-07-16 16:10:39.451367,12,100
ATM0626,Avocado,4.22,51.11,2026-07-16 16:10:39.451373,8,96
ATM0627,Avocado,7.08,45.35,2026-07-16 16:10:39.451378,7,91
ATM0628,Avocado,2.62,54.51,2026-07-16 16:10:39.451384,4,80
ATM0629,Avocado,4.2,44.17,2026-07-16 16:10:39.451390,2,100
ATM0630,Avocado,5.5,50.44,2026-07-16 16:10:39.451396,4,95
ATM0631,Avocado,3.53,67.74,2026-07-16 16:10:39.451401,10,89
ATM0632,Avocado,3.98,45.98,2026-07-16 16:10:39.451407,12,98
ATM0633,Avocado,5.1,52.19,2026-07-16 16:10:39.451413,5,96
ATM0634,Avocado,2.76,43.6,2026-07-16 16:10:39.451419,6,80
ATM0635,Avocado,5.01,57.68,2026-07-16 16:10:39.451424,12,95
ATM0636,Avocado,6.1,56.31,2026-07-16 16:10:39.451430,8,92
ATM0637,Avocado,3.8,54.35,2026-07-16 16:10:39.451436,6,82
ATM0638,Avocado,4.24,41.54,2026-07-16 16:10:39.451442,14,90
ATM0639,Avocado,3.88,61.38,2026-07-16 16:10:39.451448,1,90
ATM0640,Avocado,6.71,49.98,2026-07-16 16:10:39.451454,8,85
ATM0641,Avocado,6.29,41.49,2026-07-16 16:10:39.451460,8,84
ATM0642,Avocado,6.61,57.27,2026-07-16 16:10:39.451465,1,87
ATM0643,Avocado,2.87,52.16,2026-07-16 16:10:39.451471,14,85
ATM0644,Avocado,4.79,64.62,2026-07-16 16:10:39.451477,3,86
ATM0645,Avocado,6.11,40.92,2026-07-16 16:10:39.451483,13,91
ATM0646,Avocado,7.7,40.83,2026-07-16 16:10:39.451488,7,90
ATM0647,Avocado,3.17,46.74,2026-07-16 16:10:39.451494,7,90
ATM0648,Avocado,4.77,65.83,2026-07-16 16:10:39.451500,6,92
ATM0649,Avocado,5.97,68.01,2026-07-16 16:10:39.451506,9,82
ATM0650,Avocado,6.9,48.68,2026-07-16 16:10:39.451512,9,98
ATM0651,Avocado,7.91,68.4,2026-07-16 16:10:39.451517,12,84
ATM0652,Avocado,5.85,57.45,2026-07-16 16:10:39.451523,9,87
ATM0653,Avocado,7.94,46.47,2026-07-16 16:10:39.451529,13,85
ATM0654,Avocado,7.38,62.26,2026-07-16 16:10:39.451535,7,84
ATM0655,Avocado,3.6,58.47,2026-07-16 16:10:39.451541,12,82
ATM0656,Avocado,5.31,58.48,2026-07-16 16:10:39.451547,6,92
ATM0657,Avocado,4.11,66.89,2026-07-16 16:10:39.451553,5,93
ATM0658,Avocado,5.48,42.4,2026-07-16 16:10:39.451558,1,89
ATM0659,Avocado,3.84,53.34,2026-07-16 16:10:39.451564,9,96
ATM0660,Avocado,6.11,48.8,2026-07-16 16:10:39.451570,7,87
ATM0661,Avocado,6.05,62.74,2026-07-16 16:10:39.451576,8,84
ATM0662,Avocado,2.74,47.19,2026-07-16 16:10:39.451582,3,94
ATM0663,Avocado,2.48,51.45,2026-07-16 16:10:39.451588,2,95
ATM0664,Avocado,4.48,60.4,2026-07-16 16:10:39.451594,15,87
ATM0665,Avocado,2.85,62.53,2026-07-16 16:10:39.451599,1,85
ATM0666,Avocado,3.34,52.02,2026-07-16 16:10:39.451605,14,95
ATM0667,Avocado,4.47,45.24,2026-07-16 16:10:39.451611,1,80
ATM0668,Avocado,7.87,64.02,2026-07-16 16:10:39.451617,14,99
ATM0669,Avocado,2.91,66.35,2026-07-16 16:10:39.451623,7,93
ATM0670,Avocado,2.38,50.44,2026-07-16 16:10:39.451628,5,94
ATM0671,Avocado,6.6,66.05,2026-07-16 16:10:39.451634,7,82
ATM0672,Avocado,2.83,50.66,2026-07-16 16:10:39.451640,11,89
ATM0673,Avocado,6.45,64.48,2026-07-16 16:10:39.451646,5,86
ATM0674,Avocado,5.2,67.37,2026-07-16 16:10:39.451652,4,83
ATM0675,Avocado,3.95,46.51,2026-07-16 16:10:39.451658,14,82
ATM0676,Avocado,5.75,42.12,2026-07-16 16:10:39.451664,13,96
ATM0677,Avocado,2.03,54.03,2026-07-16 16:10:39.451669,9,83
ATM0678,Avocado,3.42,64.26,2026-07-16 16:10:39.451675,11,87
ATM0679,Avocado,7.92,61.72,2026-07-16 16:10:39.451681,1,94
ATM0680,Avocado,3.79,45.22,2026-07-16 16:10:39.451687,13,97
ATM0681,Avocado,4.98,68.32,2026-07-16 16:10:39.451693,11,91
ATM0682,Avocado,4.3,56.11,2026-07-16 16:10:39.451702,9,94
ATM0683,Avocado,7.68,61.79,2026-07-16 16:10:39.451708,2,83
ATM0684,Avocado,3.32,54.92,2026-07-16 16:10:39.451713,10,80
ATM0685,Avocado,3.05,46.35,2026-07-16 16:10:39.451719,13,80
ATM0686,Avocado,3.44,65.89,2026-07-16 16:10:39.451725,9,86
ATM0687,Avocado,4.54,64.3,2026-07-16 16:10:39.451731,7,81
ATM0688,Avocado,3.75,40.85,2026-07-16 16:10:39.451737,4,85
ATM0689,Avocado,2.32,54.51,2026-07-16 16:10:39.451742,9,97
ATM0690,Avocado,5.16,59.99,2026-07-16 16:10:39.451748,4,99
ATM0691,Avocado,3.68,43.93,2026-07-16 16:10:39.451754,12,88
ATM0692,Avocado,2.51,46.06,2026-07-16 16:10:39.451760,5,84
ATM0693,Avocado,5.41,46.7,2026-07-16 16:10:39.451766,2,90
ATM0694,Avocado,5.47,57.28,2026-07-16 16:10:39.451771,15,85
ATM0695,Avocado,2.38,53.79,2026-07-16 16:10:39.451777,14,81
ATM0696,Avocado,4.65,67.56,2026-07-16 16:10:39.451783,12,80
ATM0697,Avocado,4.15,59.66,2026-07-16 16:10:39.451789,7,100
ATM0698,Avocado,3.21,40.7,2026-07-16 16:10:39.451795,15,87
ATM0699,Avocado,4.91,69.34,2026-07-16 16:10:39.451801,10,81
ATM0700,Avocado,2.14,57.3,2026-07-16 16:10:39.451806,9,82
ATM0701,Avocado,6.28,60.25,2026-07-16 16:10:39.451812,9,99
ATM0702,Avocado,6.42,59.48,2026-07-16 16:10:39.451818,14,100
ATM0703,Avocado,3.36,40.44,2026-07-16 16:10:39.451824,1,88
ATM0704,Avocado,5.0,45.24,2026-07-16 16:10:39.451830,12,87
ATM0705,Avocado,6.53,69.97,2026-07-16 16:10:39.451836,10,83
ATM0706,Avocado,4.44,41.55,2026-07-16 16:10:39.451841,14,80
ATM0707,Avocado,5.42,66.3,2026-07-16 16:10:39.451847,2,84
ATM0708,Avocado,4.22,52.21,2026-07-16 16:10:39.451853,2,87
ATM0709,Avocado,4.25,60.92,2026-07-16 16:10:39.451858,10,98
ATM0710,Avocado,3.8,47.36,2026-07-16 16:10:39.451864,9,100
ATM0711,Avocado,3.68,69.7,2026-07-16 16:10:39.451870,11,100
ATM0712,Avocado,6.47,50.76,2026-07-16 16:10:39.451876,7,89
ATM0713,Avocado,5.33,54.98,2026-07-16 16:10:39.451882,9,93
ATM0714,Avocado,7.97,55.46,2026-07-16 16:10:39.451888,3,87
ATM0715,Avocado,3.31,67.81,2026-07-16 16:10:39.451893,12,92
