Container ID,Commodity,Temperature,Humidity,Timestamp,Vibration,Battery
ATM0358,Avocado,2.4,50.24,2026-07-16 17:58:20.243038,10,91
ATM0359,Avocado,5.56,43.14,2026-07-16 17:58:20.243054,14,95
ATM0360,Avocado,2.51,40.86,2026-07-16 17:58:20.243070,4,95
ATM0361,Avocado,4.66,64.56,2026-07-16 17:58:20.243086,8,99
ATM0362,Avocado,3.89,63.12,2026-07-16 17:58:20.243102,11,100
ATM0363,Avocado,4.17,59.74,2026-07-16 17:58:20.243119,9,88
ATM0364,Avocado,4.08,51.21,2026-07-16 17:58:20.243135,6,96
ATM0365,Avocado,5.19,60.51,2026-07-16 17:58:20.243152,1,94
ATM0366,Avocado,4.3,55.65,2026-07-16 17:58:20.243168,14,93
ATM0367,Avocado,3.55,67.64,2026-07-16 17:58:20.243184,6,83
ATM0368,Avocado,5.07,56.4,2026-07-16 17:58:20.243200,12,89
ATM0369,Avocado,6.84,42.15,2026-07-16 17:58:20.243216,15,89
ATM0370,Avocado,2.69,58.12,2026-07-16 17:58:20.243232,6,83
ATM0371,Avocado,3.0,64.22,2026-07-16 17:58:20.243248,1,99
ATM0372,Avocado,3.09,50.18,2026-07-16 17:58:20.243264,2,84
ATM0373,Avocado,2.26,41.87,2026-07-16 17:58:20.243280,10,92
ATM0374,Avocado,6.47,64.19,2026-07-16 17:58:20.243296,6,90
ATM0375,Avocado,3.67,61.69,2026-07-16 17:58:20.243314,13,91
ATM0376,Avocado,5.64,53.72,2026-07-16 17:58:20.243330,3,90
ATM0377,Avocado,6.17,68.82,2026-07-16 17:58:20.243347,2,82
ATM0378,Avocado,4.1,59.9,2026-07-16 17:58:20.243363,3,91
ATM0379,Avocado,6.12,61.91,2026-07-16 17:58:20.243379,12,81
ATM0380,Avocado,3.67,69.9,2026-07-16 17:58:20.243395,15,95
ATM0381,Avocado,7.19,41.94,2026-07-16 17:58:20.243413,12,83
ATM0382,Avocado,6.14,54.18,2026-07-16 17:58:20.243429,9,95
ATM0383,Avocado,5.17,40.73,2026-07-16 17:58:20.243445,13,95
ATM0384,Avocado,4.62,46.34,2026-07-16 17:58:20.243461,4,85
ATM0385,Avocado,3.67,46.45,2026-07-16 17:58:20.243477,7,84
ATM0386,Avocado,3.75,61.23,2026-07-16 17:58:20.243493,8,91
ATM0387,Avocado,6.03,67.16,2026-07-16 17:58:20.243509,1,94
ATM0388,Avocado,6.03,42.89,2026-07-16 17:58:20.243524,4,93
ATM0389,Avocado,5.1,62.42,2026-07-16 17:58:20.243540,3,96
ATM0390,Avocado,5.82,61.32,2026-07-16 17:58:20.243556,8,93
ATM0391,Avocado,5.16,56.72,2026-07-16 17:58:20.243572,7,82
ATM0392,Avocado,3.58,59.94,2026-07-16 17:58:20.243589,5,85
ATM0393,Avocado,3.42,54.64,2026-07-16 17:58:20.243605,10,87
ATM0394,Avocado,4.96,45.46,2026-07-16 17:58:20.243621,12,82
ATM0395,Avocado,2.93,69.12,2026-07-16 17:58:20.243638,3,88
ATM0396,Avocado,6.68,57.86,2026-07-16 17:58:20.243653,6,84
ATM0397,Avocado,5.0,63.62,2026-07-16 17:58:20.243670,9,89
ATM0398,Avocado,2.94,59.73,2026-07-16 17:58:20.243685,5,82
ATM0399,Avocado,4.05,64.58,2026-07-16 17:58:20.243701,8,92
ATM0400,Avocado,2.61,61.61,2026-07-16 17:58:20.243717,6,88
ATM0401,Avocado,6.01,55.69,2026-07-16 17:58:20.243735,10,82
ATM0402,Avocado,7.77,56.75,2026-07-16 17:58:20.243751,11,81
ATM0403,Avocado,2.82,45.31,2026-07-16 17:58:20.243767,9,82
ATM0404,Avocado,6.56,40.51,2026-07-16 17:58:20.243783,12,91
ATM0405,Avocado,7.14,44.81,2026-07-16 17:58:20.243799,15,82
ATM0406,Avocado,4.16,53.87,2026-07-16 17:58:20.243816,11,87
ATM0407,Avocado,6.54,46.21,2026-07-16 17:58:20.243832,1,94
ATM0408,Avocado,5.16,56.52,2026-07-16 17:58:20.243864,15,99
ATM0409,Avocado,5.18,58.22,2026-07-16 17:58:20.243882,11,96
ATM0410,Avocado,6.14,42.21,2026-07-16 17:58:20.243898,4,84
ATM0411,Avocado,4.41,67.4,2026-07-16 17:58:20.243914,2,92
ATM0412,Avocado,7.18,66.63,2026-07-16 17:58:20.243931,10,87
ATM0413,Avocado,2.79,50.03,2026-07-16 17:58:20.243947,12,98
ATM0414,Avocado,6.37,41.9,2026-07-16 17:58:20.243963,2,83
ATM0415,Avocado,4.44,53.17,2026-07-16 17:58:20.243979,1,83
ATM0416,Avocado,2.44,58.33,2026-07-16 17:58:20.243995,11,82
ATM0417,Avocado,2.8,55.09,2026-07-16 17:58:20.244012,14,100
ATM0418,Avocado,7.89,45.58,2026-07-16 17:58:20.244028,2,98
ATM0419,Avocado,6.01,64.48,2026-07-16 17:58:20.244044,15,90
ATM0420,Avocado,7.97,59.53,2026-07-16 17:58:20.244070,5,81
ATM0421,Avocado,5.92,66.23,2026-07-16 17:58:20.244087,3,88
ATM0422,Avocado,3.26,53.25,2026-07-16 17:58:20.244103,6,83
ATM0423,Avocado,5.37,50.87,2026-07-16 17:58:20.244120,6,95
ATM0424,Avocado,2.94,45.02,2026-07-16 17:58:20.244136,13,80
ATM0425,Avocado,4.12,64.39,2026-07-16 17:58:20.244153,6,81
ATM0426,Avocado,2.77,60.97,2026-07-16 17:58:20.244169,9,90
ATM0427,Avocado,2.46,57.98,2026-07-16 17:58:20.244185,11,98
ATM0428,Avocado,2.03,59.62,2026-07-16 17:58:20.244201,5,95
ATM0429,Avocado,2.18,41.35,2026-07-16 17:58:20.244217,14,90
ATM0430,Avocado,4.93,49.23,2026-07-16 17:58:20.244234,1,83
ATM0431,Avocado,6.25,54.69,2026-07-16 17:58:20.244250,6,83
ATM0432,Avocado,4.15,46.98,2026-07-16 17:58:20.244266,6,83
ATM0433,Avocado,6.6,60.94,2026-07-16 17:58:20.244283,7,80
ATM0434,Avocado,4.43,49.82,2026-07-16 17:58:20.244299,14,83
ATM0435,Avocado,6.26,40.81,2026-07-16 17:58:20.244315,6,83
ATM0436,Avocado,3.48,40.67,2026-07-16 17:58:20.244339,9,95
ATM0437,Avocado,3.15,49.77,2026-07-16 17:58:20.244356,7,93
ATM0438,Avocado,4.23,63.15,2026-07-16 17:58:20.244371,13,81
ATM0439,Avocado,6.6,49.16,2026-07-16 17:58:20.244388,12,92
ATM0440,Avocado,7.94,52.09,2026-07-16 17:58:20.244404,15,89
ATM0441,Avocado,4.53,50.87,2026-07-16 17:58:20.244421,1,93
ATM0442,Avocado,5.16,42.61,2026-07-16 17:58:20.244437,14,85
ATM0443,Avocado,5.53,56.37,2026-07-16 17:58:20.244453,5,90
ATM0444,Avocado,6.59,66.4,2026-07-16 17:58:20.244469,12,100
ATM0445,Avocado,6.92,62.18,2026-07-16 17:58:20.244485,9,83
ATM0446,Avocado,4.32,56.51,2026-07-16 17:58:20.244501,2,89
ATM0447,Avocado,2.07,40.99,2026-07-16 17:58:20.244517,15,97
ATM0448,Avocado,7.47,53.68,2026-07-16 17:58:20.244533,7,90
ATM0449,Avocado,4.5,46.7,2026-07-16 17:58:20.244549,1,91
ATM0450,Avocado,6.76,43.55,2026-07-16 17:58:20.244565,14,91
ATM0451,Avocado,4.7,53.38,2026-07-16 17:58:20.244582,6,85
ATM0452,Avocado,2.02,56.87,2026-07-16 17:58:20.244598,8,87
ATM0453,Avocado,2.96,67.57,2026-07-16 17:58:20.244614,12,86
ATM0454,Avocado,3.42,51.11,2026-07-16 17:58:20.244630,9,88
ATM0455,Avocado,4.19,60.9,2026-07-16 17:58:20.244646,3,91
ATM0456,Avocado,2.33,55.67,2026-07-16 17:58:20.244663,3,97
ATM0457,Avocado,3.01,58.97,2026-07-16 17:58:20.244679,3,84
ATM0458,Avocado,3.19,49.54,2026-07-16 17:58:20.244695,6,91
ATM0459,Avocado,7.16,50.41,2026-07-16 17:58:20.244710,3,97
ATM0460,Avocado,3.01,64.14,2026-07-16 17:58:20.244726,2,92
ATM0461,Avocado,6.05,42.05,2026-07-16 17:58:20.244742,2,99
ATM0462,Avocado,2.01,45.38,2026-07-16 17:58:20.244758,13,83
ATM0463,Avocado,5.75,48.49,2026-07-16 17:58:20.244774,4,99
ATM0464,Avocado,4.25,54.68,2026-07-16 17:58:20.244790,6,88
ATM0465,Avocado,4.28,50.15,2026-07-16 17:58:20.244806,2,100
ATM0466,Avocado,2.52,43.67,2026-07-16 17:58:20.244822,1,91
ATM0467,Avocado,3.93,49.74,2026-07-16 17:58:20.244838,15,84
ATM0468,Avocado,2.02,51.65,2026-07-16 17:58:20.244856,9,91
ATM0469,Avocado,7.24,49.21,2026-07-16 17:58:20.244873,10,85
ATM0470,Avocado,2.71,56.96,2026-07-16 17:58:20.244889,2,83
ATM0471,Avocado,6.14,56.81,2026-07-16 17:58:20.244904,9,87
ATM0472,Avocado,4.27,67.36,2026-07-16 17:58:20.244920,15,80
ATM0473,Avocado,7.16,64.72,2026-07-16 17:58:20.244936,12,88
ATM0474,Avocado,4.71,55.53,2026-07-16 17:58:20.244952,14,87
ATM0475,Avocado,6.37,68.26,2026-07-16 17:58:20.244968,11,100
ATM0476,Avocado,6.31,57.23,2026-07-16 17:58:20.244984,10,88
ATM0477,Avocado,5.31,43.18,2026-07-16 17:58:20.245001,1,93
ATM0478,Avocado,3.35,45.93,2026-07-16 17:58:20.245017,1,81
ATM0479,Avocado,4.88,46.94,2026-07-16 17:58:20.245033,12,81
ATM0480,Avocado,4.43,51.41,2026-07-16 17:58:20.245049,2,91
ATM0481,Avocado,2.44,62.37,2026-07-16 17:58:20.245065,14,95
ATM0482,Avocado,7.74,49.81,2026-07-16 17:58:20.245081,5,96
ATM0483,Avocado,4.41,42.46,2026-07-16 17:58:20.245097,14,85
ATM0484,Avocado,6.02,62.74,2026-07-16 17:58:20.245113,7,82
ATM0485,Avocado,6.43,66.08,2026-07-16 17:58:20.245130,6,94
ATM0486,Avocado,6.38,66.22,2026-07-16 17:58:20.245146,6,89
ATM0487,Avocado,3.4,46.87,2026-07-16 17:58:20.245163,6,85
ATM0488,Avocado,6.45,54.7,2026-07-16 17:58:20.245179,14,94
ATM0489,Avocado,5.55,40.31,2026-07-16 17:58:20.245194,3,94
ATM0490,Avocado,5.36,67.9,2026-07-16 17:58:20.245210,5,93
ATM0491,Avocado,4.24,61.44,2026-07-16 17:58:20.245226,13,95
ATM0492,Avocado,2.73,46.75,2026-07-16 17:58:20.245242,4,97
ATM0493,Avocado,3.6,60.7,2026-07-16 17:58:20.245284,3,87
ATM0494,Avocado,2.85,58.98,2026-07-16 17:58:20.245301,13,96
ATM0495,Avocado,6.93,53.17,2026-07-16 17:58:20.245317,14,91
ATM0496,Avocado,7.8,67.69,2026-07-16 17:58:20.245334,2,85
ATM0497,Avocado,3.79,56.31,2026-07-16 17:58:20.245350,5,96
ATM0498,Avocado,5.08,61.42,2026-07-16 17:58:20.245365,3,87
ATM0499,Avocado,7.76,40.56,2026-07-16 17:58:20.245381,10,98
ATM0500,Avocado,2.31,42.9,2026-07-16 17:58:20.245397,10,97
ATM0501,Avocado,3.52,41.13,2026-07-16 17:58:20.245415,9,83
ATM0502,Avocado,6.46,43.78,2026-07-16 17:58:20.245431,15,80
ATM0503,Avocado,7.66,60.97,2026-07-16 17:58:20.245448,1,88
ATM0504,Avocado,4.47,67.11,2026-07-16 17:58:20.245463,5,93
ATM0505,Avocado,4.71,48.09,2026-07-16 17:58:20.245479,2,82
ATM0506,Avocado,2.6,48.29,2026-07-16 17:58:20.245495,10,90
ATM0507,Avocado,3.21,46.86,2026-07-16 17:58:20.245510,10,98
ATM0508,Avocado,2.06,54.31,2026-07-16 17:58:20.245526,12,85
ATM0509,Avocado,6.84,42.98,2026-07-16 17:58:20.245542,13,80
ATM0510,Avocado,4.11,63.08,2026-07-16 17:58:20.245558,3,90
ATM0511,Avocado,2.32,51.12,2026-07-16 17:58:20.245574,13,81
ATM0512,Avocado,7.96,43.5,2026-07-16 17:58:20.245591,2,98
ATM0513,Avocado,4.71,56.78,2026-07-16 17:58:20.245606,3,96
ATM0514,Avocado,4.9,67.98,2026-07-16 17:58:20.245622,9,87
ATM0515,Avocado,5.69,59.3,2026-07-16 17:58:20.245638,14,95
ATM0516,Avocado,3.39,57.58,2026-07-16 17:58:20.245654,10,85
ATM0517,Avocado,6.76,61.92,2026-07-16 17:58:20.245672,10,93
ATM0518,Avocado,6.13,52.39,2026-07-16 17:58:20.245688,15,94
ATM0519,Avocado,7.49,66.31,2026-07-16 17:58:20.245704,15,91
ATM0520,Avocado,5.24,46.44,2026-07-16 17:58:20.245721,4,92
ATM0521,Avocado,6.28,59.15,2026-07-16 17:58:20.245737,11,93
ATM0522,Avocado,4.12,63.02,2026-07-16 17:58:20.245753,3,92
ATM0523,Avocado,4.77,48.78,2026-07-16 17:58:20.245769,13,94
ATM0524,Avocado,4.87,68.33,2026-07-16 17:58:20.245786,8,84
ATM0525,Avocado,7.41,40.32,2026-07-16 17:58:20.245802,5,100
ATM0526,Avocado,6.65,54.69,2026-07-16 17:58:20.245819,6,80
ATM0527,Avocado,5.83,47.62,2026-07-16 17:58:20.245835,4,84
ATM0528,Avocado,5.61,60.97,2026-07-16 17:58:20.245851,1,82
ATM0529,Avocado,2.4,40.62,2026-07-16 17:58:20.245868,12,100
ATM0530,Avocado,5.07,67.22,2026-07-16 17:58:20.245883,3,91
ATM0531,Avocado,4.03,61.65,2026-07-16 17:58:20.245899,7,96
ATM0532,Avocado,3.14,61.72,2026-07-16 17:58:20.245916,6,80
ATM0533,Avocado,5.84,52.04,2026-07-16 17:58:20.245932,13,88
ATM0534,Avocado,4.93,67.34,2026-07-16 17:58:20.245949,2,85
ATM0535,Avocado,2.75,49.15,2026-07-16 17:58:20.245965,7,82
ATM0536,Avocado,2.95,69.33,2026-07-16 17:58:20.245982,10,95
ATM0537,Avocado,2.55,60.48,2026-07-16 17:58:20.246003,3,90
ATM0538,Avocado,3.7,55.02,2026-07-16 17:58:20.246030,4,82
ATM0539,Avocado,4.86,52.71,2026-07-16 17:58:20.246067,10,82
ATM0540,Avocado,2.78,57.93,2026-07-16 17:58:20.246096,12,96
ATM0541,Avocado,2.09,63.9,2026-07-16 17:58:20.246137,12,84
ATM0542,Avocado,3.58,65.74,2026-07-16 17:58:20.246162,4,85
ATM0543,Avocado,4.3,63.51,2026-07-16 17:58:20.246188,11,97
ATM0544,Avocado,6.67,67.02,2026-07-16 17:58:20.246247,11,86
ATM0545,Avocado,3.27,42.0,2026-07-16 17:58:20.246323,3,82
ATM0546,Avocado,3.23,66.16,2026-07-16 17:58:20.246351,15,94
ATM0547,Avocado,5.74,59.12,2026-07-16 17:58:20.246375,10,81
ATM0548,Avocado,4.63,62.32,2026-07-16 17:58:20.246415,14,93
ATM0549,Avocado,7.89,64.23,2026-07-16 17:58:20.246439,12,82
ATM0550,Avocado,7.85,64.25,2026-07-16 17:58:20.246465,1,95
ATM0551,Avocado,7.96,41.97,2026-07-16 17:58:20.246493,14,88
ATM0552,Avocado,6.02,69.82,2026-07-16 17:58:20.246519,2,81
ATM0553,Avocado,4.78,50.56,2026-07-16 17:58:20.246546,4,83
ATM0554,Avocado,4.27,67.66,2026-07-16 17:58:20.246573,14,95
ATM0555,Avocado,6.54,69.06,2026-07-16 17:58:20.246599,8,95
ATM0556,Avocado,7.75,55.03,2026-07-16 17:58:20.246652,15,83
ATM0557,Avocado,6.58,48.76,2026-07-16 17:58:20.246678,10,92
ATM0558,Avocado,6.77,49.73,2026-07-16 17:58:20.246704,9,87
ATM0559,Avocado,6.34,62.56,2026-07-16 17:58:20.246728,2,94
ATM0560,Avocado,6.0,52.31,2026-07-16 17:58:20.246757,14,87
ATM0561,Avocado,4.65,64.9,2026-07-16 17:58:20.246787,11,90
ATM0562,Avocado,4.49,61.55,2026-07-16 17:58:20.246814,5,100
ATM0563,Avocado,5.13,45.91,2026-07-16 17:58:20.246845,6,88
ATM0564,Avocado,2.27,46.52,2026-07-16 17:58:20.246876,4,100
ATM0565,Avocado,7.42,55.28,2026-07-16 17:58:20.246904,2,85
ATM0566,Avocado,5.15,66.25,2026-07-16 17:58:20.246930,3,93
ATM0567,Avocado,3.24,65.25,2026-07-16 17:58:20.246955,1,95
ATM0568,Avocado,3.24,49.75,2026-07-16 17:58:20.246981,3,87
ATM0569,Avocado,5.64,53.15,2026-07-16 17:58:20.247006,14,87
ATM0570,Avocado,5.29,56.12,2026-07-16 17:58:20.247036,8,89
ATM0571,Avocado,7.31,58.11,2026-07-16 17:58:20.247063,15,97
ATM0572,Avocado,2.7,47.24,2026-07-16 17:58:20.247091,14,84
ATM0573,Avocado,2.31,43.14,2026-07-16 17:58:20.247119,7,87
ATM0574,Avocado,5.91,58.97,2026-07-16 17:58:20.247146,9,84
ATM0575,Avocado,4.38,53.88,2026-07-16 17:58:20.247174,1,98
ATM0576,Avocado,4.25,44.78,2026-07-16 17:58:20.247201,6,86
ATM0577,Avocado,5.65,53.52,2026-07-16 17:58:20.247231,14,81
ATM0578,Avocado,6.09,48.35,2026-07-16 17:58:20.247258,13,84
ATM0579,Avocado,3.92,50.45,2026-07-16 17:58:20.247290,1,94
ATM0580,Avocado,6.42,47.23,2026-07-16 17:58:20.247320,12,89
ATM0581,Avocado,4.0,65.33,2026-07-16 17:58:20.247348,11,86
ATM0582,Avocado,2.91,55.12,2026-07-16 17:58:20.247377,15,89
ATM0583,Avocado,6.72,47.44,2026-07-16 17:58:20.247404,12,85
ATM0584,Avocado,4.04,44.27,2026-07-16 17:58:20.247432,2,85
ATM0585,Avocado,7.38,63.88,2026-07-16 17:58:20.247465,9,89
ATM0586,Avocado,3.55,59.3,2026-07-16 17:58:20.247495,1,99
ATM0587,Avocado,5.46,51.25,2026-07-16 17:58:20.247526,8,98
ATM0588,Avocado,5.09,56.03,2026-07-16 17:58:20.247556,12,98
ATM0589,Avocado,3.8,41.81,2026-07-16 17:58:20.247587,10,84
ATM0590,Avocado,2.38,53.36,2026-07-16 17:58:20.247617,13,99
ATM0591,Avocado,5.32,62.33,2026-07-16 17:58:20.247660,8,86
ATM0592,Avocado,3.37,52.76,2026-07-16 17:58:20.247691,9,99
ATM0593,Avocado,6.92,48.76,2026-07-16 17:58:20.247724,8,94
ATM0594,Avocado,6.4,48.38,2026-07-16 17:58:20.247755,10,87
ATM0595,Avocado,4.11,48.73,2026-07-16 17:58:20.247782,3,85
ATM0596,Avocado,2.06,55.35,2026-07-16 17:58:20.247810,8,100
ATM0597,Avocado,5.72,63.43,2026-07-16 17:58:20.247840,14,94
ATM0598,Avocado,5.36,57.54,2026-07-16 17:58:20.247869,2,100
ATM0599,Avocado,4.83,55.41,2026-07-16 17:58:20.247899,9,97
ATM0600,Avocado,3.22,41.76,2026-07-16 17:58:20.247945,6,98
ATM0601,Avocado,5.99,50.83,2026-07-16 17:58:20.247969,7,95
ATM0602,Avocado,2.63,55.08,2026-07-16 17:58:20.247996,3,83
ATM0603,Avocado,2.92,40.93,2026-07-16 17:58:20.248021,1,96
ATM0604,Avocado,2.35,69.74,2026-07-16 17:58:20.248047,1,85
ATM0605,Avocado,4.25,51.75,2026-07-16 17:58:20.248104,7,99
ATM0606,Avocado,3.39,53.86,2026-07-16 17:58:20.248138,5,92
ATM0607,Avocado,3.18,40.83,2026-07-16 17:58:20.248168,11,95
ATM0608,Avocado,7.51,58.76,2026-07-16 17:58:20.248195,1,86
ATM0609,Avocado,5.74,58.24,2026-07-16 17:58:20.248244,12,81
ATM0610,Avocado,2.1,64.55,2026-07-16 17:58:20.248294,14,85
ATM0611,Avocado,7.53,58.57,2026-07-16 17:58:20.248324,13,85
ATM0612,Avocado,6.39,67.73,2026-07-16 17:58:20.248360,9,80
ATM0613,Avocado,7.05,47.52,2026-07-16 17:58:20.248389,8,82
ATM0614,Avocado,6.12,44.97,2026-07-16 17:58:20.248419,10,81
ATM0615,Avocado,5.8,64.82,2026-07-16 17:58:20.248448,10,92
ATM0616,Avocado,3.14,45.5,2026-07-16 17:58:20.248476,4,96
ATM0617,Avocado,2.54,49.68,2026-07-16 17:58:20.248503,12,95
ATM0618,Avocado,2.01,64.27,2026-07-16 17:58:20.248527,8,85
ATM0619,Avocado,7.47,41.08,2026-07-16 17:58:20.248556,12,98
ATM0620,Avocado,6.03,66.15,2026-07-16 17:58:20.248587,4,87
ATM0621,Avocado,3.54,68.23,2026-07-16 17:58:20.248617,9,94
ATM0622,Avocado,4.01,45.77,2026-07-16 17:58:20.248662,4,83
ATM0623,Avocado,7.69,59.51,2026-07-16 17:58:20.248691,15,87
ATM0624,Avocado,5.48,62.08,2026-07-16 17:58:20.248720,6,93
ATM0625,Avocado,4.95,66.69,2026-07-16 17:58:20.248747,15,80
ATM0626,Avocado,3.41,67.48,2026-07-16 17:58:20.248777,8,88
ATM0627,Avocado,3.49,44.47,2026-07-16 17:58:20.248805,13,84
ATM0628,Avocado,7.68,57.71,2026-07-16 17:58:20.248835,11,97
ATM0629,Avocado,5.38,64.46,2026-07-16 17:58:20.248866,11,91
ATM0630,Avocado,7.98,64.64,2026-07-16 17:58:20.248894,4,98
ATM0631,Avocado,3.17,53.41,2026-07-16 17:58:20.248922,11,97
ATM0632,Avocado,5.42,62.09,2026-07-16 17:58:20.248949,13,98
ATM0633,Avocado,7.06,41.77,2026-07-16 17:58:20.248975,5,99
ATM0634,Avocado,7.42,60.59,2026-07-16 17:58:20.249002,15,83
ATM0635,Avocado,6.18,49.33,2026-07-16 17:58:20.249032,9,89
ATM0636,Avocado,7.79,42.28,2026-07-16 17:58:20.249060,12,86
ATM0637,Avocado,3.54,42.46,2026-07-16 17:58:20.249089,8,90
ATM0638,Avocado,4.61,53.31,2026-07-16 17:58:20.249116,9,94
ATM0639,Avocado,3.78,69.37,2026-07-16 17:58:20.249146,9,81
ATM0640,Avocado,5.72,56.09,2026-07-16 17:58:20.249173,6,80
ATM0641,Avocado,3.93,42.53,2026-07-16 17:58:20.249212,14,82
ATM0642,Avocado,3.09,53.72,2026-07-16 17:58:20.249245,5,87
ATM0643,Avocado,3.07,64.76,2026-07-16 17:58:20.249276,8,87
ATM0644,Avocado,2.57,48.52,2026-07-16 17:58:20.249293,3,94
ATM0645,Avocado,5.84,57.69,2026-07-16 17:58:20.249309,12,87
ATM0646,Avocado,3.5,57.79,2026-07-16 17:58:20.249327,3,85
ATM0647,Avocado,5.73,55.24,2026-07-16 17:58:20.249344,5,86
ATM0648,Avocado,3.49,67.58,2026-07-16 17:58:20.249359,9,89
ATM0649,Avocado,2.82,63.54,2026-07-16 17:58:20.249375,7,87
ATM0650,Avocado,6.97,52.52,2026-07-16 17:58:20.249391,15,92
ATM0651,Avocado,6.87,46.16,2026-07-16 17:58:20.249411,10,95
ATM0652,Avocado,4.15,57.65,2026-07-16 17:58:20.249427,10,81
ATM0653,Avocado,5.4,63.97,2026-07-16 17:58:20.249447,15,84
ATM0654,Avocado,7.12,49.35,2026-07-16 17:58:20.249464,4,83
ATM0655,Avocado,2.06,55.39,2026-07-16 17:58:20.249480,4,100
ATM0656,Avocado,6.41,67.08,2026-07-16 17:58:20.249498,4,94
ATM0657,Avocado,6.12,49.42,2026-07-16 17:58:20.249514,10,97
ATM0658,Avocado,6.11,60.42,2026-07-16 17:58:20.249530,1,88
ATM0659,Avocado,6.53,44.73,2026-07-16 17:58:20.249547,3,92
ATM0660,Avocado,2.95,65.28,2026-07-16 17:58:20.249563,10,82
ATM0661,Avocado,7.07,67.31,2026-07-16 17:58:20.249579,7,81
ATM0662,Avocado,2.55,67.55,2026-07-16 17:58:20.249596,2,87
ATM0663,Avocado,6.2,56.69,2026-07-16 17:58:20.249612,14,95
ATM0664,Avocado,4.62,46.26,2026-07-16 17:58:20.249629,4,97
ATM0665,Avocado,4.28,49.33,2026-07-16 17:58:20.249645,10,89
ATM0666,Avocado,4.42,55.97,2026-07-16 17:58:20.249661,4,88
ATM0667,Avocado,4.85,45.96,2026-07-16 17:58:20.249677,5,80
ATM0668,Avocado,2.42,53.24,2026-07-16 17:58:20.249693,7,80
ATM0669,Avocado,3.67,54.17,2026-07-16 17:58:20.249709,4,87
ATM0670,Avocado,7.35,51.98,2026-07-16 17:58:20.249726,4,92
ATM0671,Avocado,3.47,41.41,2026-07-16 17:58:20.249742,3,84
ATM0672,Avocado,3.99,68.32,2026-07-16 17:58:20.249758,4,99
ATM0673,Avocado,5.6,50.77,2026-07-16 17:58:20.249775,12,93
ATM0674,Avocado,5.36,41.24,2026-07-16 17:58:20.249792,10,98
ATM0675,Avocado,6.79,66.54,2026-07-16 17:58:20.249808,2,90
ATM0676,Avocado,7.15,54.96,2026-07-16 17:58:20.249824,13,84
ATM0677,Avocado,6.68,62.52,2026-07-16 17:58:20.249841,8,94
ATM0678,Avocado,4.82,51.41,2026-07-16 17:58:20.249857,8,99
ATM0679,Avocado,3.83,59.08,2026-07-16 17:58:20.249873,11,82
ATM0680,Avocado,5.22,60.74,2026-07-16 17:58:20.249919,4,95
ATM0681,Avocado,5.8,58.44,2026-07-16 17:58:20.249936,12,97
ATM0682,Avocado,4.84,69.05,2026-07-16 17:58:20.249952,14,88
ATM0683,Avocado,2.63,50.81,2026-07-16 17:58:20.249968,9,84
ATM0684,Avocado,4.29,49.42,2026-07-16 17:58:20.249985,4,99
ATM0685,Avocado,4.89,50.83,2026-07-16 17:58:20.250000,1,91
ATM0686,Avocado,3.64,56.27,2026-07-16 17:58:20.250016,12,85
ATM0687,Avocado,5.43,67.53,2026-07-16 17:58:20.250033,4,86
ATM0688,Avocado,5.42,46.74,2026-07-16 17:58:20.250049,1,80
ATM0689,Avocado,5.49,68.39,2026-07-16 17:58:20.250066,7,84
ATM0690,Avocado,2.07,47.4,2026-07-16 17:58:20.250101,6,84
ATM0691,Avocado,2.58,66.78,2026-07-16 17:58:20.250117,5,93
ATM0692,Avocado,2.8,67.83,2026-07-16 17:58:20.250133,3,90
ATM0693,Avocado,3.91,44.91,2026-07-16 17:58:20.250149,9,84
ATM0694,Avocado,6.09,48.47,2026-07-16 17:58:20.250165,12,95
ATM0695,Avocado,2.51,49.16,2026-07-16 17:58:20.250181,4,82
ATM0696,Avocado,5.05,41.14,2026-07-16 17:58:20.250198,8,94
ATM0697,Avocado,7.97,50.09,2026-07-16 17:58:20.250214,4,83
ATM0698,Avocado,5.61,60.52,2026-07-16 17:58:20.250231,14,99
ATM0699,Avocado,5.17,47.84,2026-07-16 17:58:20.250247,7,98
ATM0700,Avocado,5.33,46.71,2026-07-16 17:58:20.250263,7,81
ATM0701,Avocado,3.0,53.66,2026-07-16 17:58:20.250280,11,98
ATM0702,Avocado,2.82,49.4,2026-07-16 17:58:20.250295,7,82
ATM0703,Avocado,6.57,42.13,2026-07-16 17:58:20.250311,2,82
ATM0704,Avocado,7.74,53.18,2026-07-16 17:58:20.250327,15,81
ATM0705,Avocado,2.41,58.47,2026-07-16 17:58:20.250344,13,83
ATM0706,Avocado,7.26,57.14,2026-07-16 17:58:20.250361,8,91
ATM0707,Avocado,7.21,47.91,2026-07-16 17:58:20.250377,7,97
ATM0708,Avocado,6.87,65.12,2026-07-16 17:58:20.250393,12,98
ATM0709,Avocado,5.98,55.22,2026-07-16 17:58:20.250409,15,97
ATM0710,Avocado,5.68,56.45,2026-07-16 17:58:20.250425,15,81
ATM0711,Avocado,7.46,53.68,2026-07-16 17:58:20.250442,6,92
ATM0712,Avocado,4.33,59.09,2026-07-16 17:58:20.250458,5,96
ATM0713,Avocado,5.02,52.81,2026-07-16 17:58:20.250475,13,85
ATM0714,Avocado,7.36,46.99,2026-07-16 17:58:20.250491,6,96
ATM0715,Avocado,5.3,46.7,2026-07-16 17:58:20.250507,3,93
